REGISTRO_ANCINE,CNPJ_EMPRESA,RAZAO_SOCIAL,EMPRESA_ASSOCIADA,CNPJ_EMPRESA_ASSOCIADA
22049,12.515.906/0001-28,FILMES DE MINAS LTDA,CAUDA LONGA DISTRIBUIÇÃO E PRODUÇÃO LTDA,06.139.189/0001-84
12136,08.542.531/0001-18,OCA PRODUÇÕES GRÁFICAS E DESIGN LTDA.,OCA CONTENT PRODUÇÕES S.A.,17.205.861/0001-09
42163,13.546.570/0001-23,HEMERSON SALVADOR,SALVADOR AGENCIA DE PUBLICIDADE LTDA,05.804.377/0001-17
2921,04.766.792/0001-60,CINEMATOGRÁFICA JARAGUÁ LTDA,MAXI CINEMATOGRÁFICA LTDA,05.279.756/0001-35
12489,08.537.690/0001-24,VIA SUL CINEMATOGRÁFICA LTDA,CINEMATOGRÁFICA GUARAPARI LTDA,05.077.549/0001-06
47950,40.462.838/0001-11,UTLD PRODUCAO DE FIMES LTDA,CITIZENCRANE - PRODUCOES CINEMATOGRAFICAS LTDA - ME,03.675.713/0001-43
49790,41.866.980/0001-97,ESTRATECHGIA AUTOMACAO PRODUCAO E DISTRIBUICAO PUBLICITARIA LTDA,VL VATICANO COMERCIAL FOTO STUDIO LTDA,55.316.186/0001-84
18295,13.165.666/0001-41,BRADDOCK PRODUÇÃO CINEMATOGRÁFICA LTDA,STUDIO WILD LTDA - ME,07.382.205/0001-28
21986,14.126.079/0001-06,ASSOCIAÇÃO DE MÍDIAS AUDIOVISUAL E CINEMA DO AMAZONAS - AMACINE,J J R PINHEIRO PRODUTORA DE FILMES EIRELI,31.160.540/0001-66
5450,06.231.184/0001-87,BEL BERLINCK PRODUÇÕES CINEMATOGRÁFICAS LTDA,O2 CINEMA LTDA,02.525.725/0001-29
63,67.431.718/0001-03,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,O2 CINEMA LTDA,02.525.725/0001-29
17628,08.913.231/0001-06,C.A.V. LEMOS,MB EXIBICOES CINEMATOGRAFICAS GOIANESIA LTDA,33.296.719/0001-70
47830,38.410.834/0001-48,MOBI CINE GURUPI LTDA,MB EXIBICOES CINEMATOGRAFICAS GOIANESIA LTDA,33.296.719/0001-70
19465,03.569.447/0001-74,CINE LASER CINEMAS EIRELI,CINE LASER CINEMAS NORDESTE LTDA,34.860.287/0001-41
18301,10.773.590/0001-49,KRAÔ PRODUTORA E EVENTOS LTDA,QUATTRO PRODUCOES LTDA - ME,21.037.391/0001-99
40225,30.667.767/0001-30,NOLITA ENTRETENIMENTO E PRODUÇÕES LTDA,LONDRES PRODUÇÕES EIRELI ME,26.344.008/0001-69
41882,04.848.978/0001-69,AN PRODUÇÕES CULTURAIS,DAC AUDIOVISUAL LTDA,14.572.298/0001-19
23765,07.293.692/0001-52,MIOLO FRITOS PRODUCOES CINEMATOGRAFICAS LTDA,DB PRODUÇÃO AUDIOVISUAL LTDA,22.557.432/0001-30
13603,03.006.663/0001-01,RENATA DA SILVA OLIVEIRA EIRELI,"CONTEÚDO SERVIÇOS DE PRODUÇÃO PARA CINEMA, TV E INTERNET LTDA",29.973.882/0001-53
23971,07.421.725/0001-00,ACACA STUDIO LTDA. - ME,ACACA PETOPACA STUDIO LTDA,35.012.877/0001-87
30741,22.660.026/0001-07,EL RENO FITAS CINEMATOGRÁFICAS LTDA,SAMUEL DE O MAROTTA,14.374.851/0001-09
2379,04.533.831/0001-80,MOVIESYSTEM CINEMATOGRAFICA LTDA,REDECINE SANTOS CINEMATOGRAFICA LTDA,35.441.232/0001-60
24534,18.087.870/0001-05,REDECINE BSB CINEMATOGRÁFICA LTDA,REDECINE SANTOS CINEMATOGRAFICA LTDA,35.441.232/0001-60
52052,29.795.530/0001-55,FOGUEIRA FILMES EIRELI,CAMISA LISTRADA BH PRODUCOES AUDIOVISUAIS LTDA,04.102.780/0001-31
19524,07.085.758/0001-19,SSP PRODUÇÕES LTDA,INCENTIVAR FOMENTO DE PROJETOS LTDA,09.314.456/0001-09
21541,15.372.472/0001-42,H2O DISTRIBUIDORA DE FILMES LTDA,PLANET CINEMAS CARUARU LTDA,17.291.890/0001-30
12580,03.300.207/0001-70,FUNDAÇÃO CINEMA RS- FUNDACINE,PANDA FILMES LTDA,04.980.287/0001-14
28561,20.334.881/0001-94,C A VIEIRA LEMOS E CIA LTDA,LEMOS & MORAIS LTDA - ME,28.230.884/0001-90
42975,33.296.719/0001-70,MB EXIBICOES CINEMATOGRAFICAS GOIANESIA LTDA,LEMOS & MORAIS LTDA - ME,28.230.884/0001-90
264,02.660.748/0001-46,TIBET FILME LTDA,MEGACINE EDIÇÃO DE SOM MIXAGEM LTDA.,04.063.325/0001-74
38210,28.111.513/0001-99,ALFÂNDEGA FILMES PRODUÇÕES ARTÍSTICAS LTDA,INSTITUTO BRASILEIRO DE AUDIOVISUAL,02.605.336/0001-03
2364,31.611.189/0001-82,CINEMAS PARIS SEVERIANO RIBEIRO LTDA,UCI RIBEIRO LTDA,02.117.937/0001-77
256,33.110.420/0001-80,FOX FILM DO BRASIL LTDA,TFCF LATIN AMERICAN CHANNELS DO BRASIL LTDA,03.347.577/0001-62
45360,36.540.172/0001-03,FEVER FILMES PRODUÇÕES LTDA,DIGITAL MUSIC EDITORA & PRODUCOES LTDA - ME,14.837.945/0001-77
38340,29.038.051/0001-94,BLESSED PROGRAMADORA DE TV EIRELI EPP,C GOMES CARDOSO DISTRIBUIÇÃO CINEMATOGRAFICA,35.155.982/0001-75
23671,08.358.571/0001-04,MACEDO & MACEDO PRODUÇÃO LTDA - ME,BUTTERFLY FILMES LTDA,34.429.702/0001-07
30460,20.711.135/0001-72,DEEP BLUE FILMS LTDA ME,TRADE COMUNICACAO LTDA,25.210.560/0001-00
3952,77.689.032/0001-70,TELEVISAO NAIPI LTDA,SISTEMA MASSA DE TELEVISÃO LTDA,14.965.688/0001-59
52919,42.646.663/0001-28,FELLAS FILMS PRODUCAO DE FILMES LTDA,FELLAS FILMS LTDA,41.590.628/0001-71
3347,00.128.612/0001-64,"CASE PROPAGANDA, ARTES E PRODUÇÕES LTDA",AD PRODUÇÕES AVARÉ LTDA ME,22.831.307/0001-77
4729,07.519.645/0001-84,MALAB PRODUCOES EIRELI,ROTOMUSIC PRODUÇÕES E EVENTOS LTDA,00.878.771/0001-86
33620,14.895.672/0001-17,RF MIDIA LTDA -ME,PRODUTORA DE CONTEUDO CONTEUDO PLAY LTDA,37.796.670/0001-76
18130,12.709.052/0001-10,LEBEN 108 PRODUTORA DE FILMES LTDA,JAVALI DO MAR EXPERIMENTACOES ARTISTICAS LTDA. - ME.,41.521.334/0001-98
52141,08.907.300/0001-60,C & C PRODUCOES E SHOWS LTDA,M&L PRODUÇÕES ARTÍSTICAS LTDA,26.492.162/0001-88
39,00.252.848/0001-08,TELECINE PROGRAMACAO DE FILMES LTDA,COMERCIAL FONOGRAFICA RGE S/A,51.733.459/0001-35
27496,20.590.445/0001-86,R2 PRODUTORA LTDA,R2 LIVE E PRODUTORA LTDA,45.219.123/0001-56
24419,56.786.874/0001-70,RTS EMPREENDIMENTOS E PARTICIPAÇÕES S/A,INSTITUTO CULTURAL MAURICIO DE SOUSA,01.987.656/0001-02
6355,05.474.957/0001-93,KRM PRODUÇÕES AUDIOVISUAIS LTDA,BARRY COMPANY PRODUÇÕES AUDIOVISUAIS LTDA,09.012.841/0001-93
40541,28.494.461/0001-87,AEROPLANO SOLUCOES VISUAIS LTDA. - ME,FABIO WOODY PRODUÇÕES CRIATIVAS EIRELI,34.165.168/0001-79
39552,24.121.437/0001-41,PRODUTORA RIO DE ARTE E CULTURA LTDA,PRODUTORA CANARINHO DE ARTE E CULTURA LTDA,23.322.064/0001-04
51253,32.299.951/0001-08,BENEDETTO AGENCIA DIGITAL LTDA,EDGARD SOARES FILMES LTDA,27.171.970/0001-06
941,04.980.287/0001-14,PANDA FILMES LTDA,FUNDAÇÃO CINEMA RS- FUNDACINE,03.300.207/0001-70
13631,09.385.060/0001-44,LINE-UP PRODUCAO E DISTRIBUICAO DE FILMES LTDA - EPP,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,07.616.202/0001-01
656,60.509.239/0001-13,RADIO E TELEVISAO BANDEIRANTES S.A.,ASTARTE PRODUTORA LTDA.,26.674.863/0001-38
17613,05.643.328/0001-40,HOLDEN COMUNICAÇÃO LTDA.,ELABORAR PROJETOS E PRODUÇÕES CULTURAIS LTDA.,07.784.284/0001-01
19514,10.521.569/0001-56,CALAMENGAU FILMES E VIDEOS LTDA,TUXAUA FILMES E VIDEOS LTDA,24.688.159/0001-09
29817,10.387.673/0001-08,FANTASPOA PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA.,MOZI PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA.,13.704.990/0001-90
2836,52.067.071/0001-05,EMPRESA SAO LUIZ DE CINEMAS LTDA,CINE ELI BAHIA CINEMAS LTDA,30.096.740/0001-34
18777,13.171.263/0001-05,VITÓRIA-RÉGIA PRODUÇÕES LTDA,MMR COMUNICACAO LTDA. EPP,12.037.237/0001-26
28978,13.911.195/0001-73,INSTITUTO COM A PALAVRA,SECULO XXI ASSESSORIA ADMINISTRATIVA NACIONAL E INTERNACIONAL LTDA.,01.139.024/0001-99
41117,09.231.613/0001-04,"H & L PROMOÇÕES, EVENTOS E COMUNICAÇÃO EIRELI",BLUE CONSULT CONSULTORIA EMPRESARIAL EIRELI,24.892.963/0001-05
13263,08.844.841/0001-97,PB BRASIL ENTRETENIMENTO S/A,EDITORA GLOBO S.A.,04.067.191/0001-60
25928,19.240.655/0001-65,AMAZON FILMES PRODUÇÕES EIRELI - EPP,AMAZON FILMES S/S LTDA,02.353.452/0001-82
32527,01.147.082/0001-64,"LUSA EMPREENDIMENTOS, PRODUÇÕES ARTÍSTICAS E LICENCIAMENTOS LTDA.",NHOCK NYAKNYAKNYAK PRODUÇÕES ARTÍSTICAS LTDA - ME,29.528.452/0001-22
18328,12.991.031/0001-30,CRYK CINEMA ARARUAMA LTDA,CRYK CINEMA BACAXA LTDA,35.282.350/0001-72
44024,21.159.498/0001-00,RENAN TELÖKEN STEIN MOTIO DESIGN,ESTÚDIO TREMA ANIMAÇÃO DIGITAL LTDA,36.360.710/0001-70
40679,28.450.630/0001-87,ALINE DA SILVA MOREIRA - ME,ALINE DA SILVA MOREIRA,21.335.446/0001-47
43,73.619.637/0001-34,FILMES DO EQUADOR LTDA.,CARAVELA FILMES LTDA.,13.914.178/0001-90
38632,27.976.094/0001-95,ANA MENDES,TERRA BRASILIA COMUNICAÇÃO,10.199.150/0001-20
35216,26.853.999/0001-05,GUIMARAES FILMES E PRODUCOES LTDA ME,ASSOCIAÇÃO CULTURAL ARTES FLUMINENSE,07.103.185/0001-09
29892,20.495.791/0001-85,CANAL DE PROGRAMAÇÃO TORRES DO VALLE LTDA EPP,A3 FILMES E PRODUÇÕES LTDA ME,03.334.675/0001-65
34520,26.066.060/0001-09,SOTAQUE FILMES LTDA - ME,TRÊS PESQUISA E SERVIÇOS LTDA,25.247.281/0001-02
14286,06.881.360/0001-26,MS MONDEGO,TRÊS PESQUISA E SERVIÇOS LTDA,25.247.281/0001-02
12148,01.649.307/0001-80,BOX COMPANHIA DE ARTE,MACHADO FILMES E PRODUÇÕES LTDA,13.631.016/0001-44
262,03.048.443/0001-40,MALAGUETA CINEMA E VIDEO LTDA,AMERICA FILMS INTERNATIONAL LTDA,08.117.088/0001-38
21231,04.007.887/0001-09,IMAGEROCA CINEMA E VIDEO LTDA,AMERICA FILMS INTERNATIONAL LTDA,08.117.088/0001-38
50576,45.096.553/0001-28,PRODUTORA PRODUTORA DE FILMES E ARTE LTDA,ARTHUR DARTAGNAN CHAVES DOS SANTOS 43973746869,35.323.881/0001-66
43034,10.268.104/0001-35,DIGIMAGEM PRODUTORA DE FILMES LTDA,DIGIMAGEM HIGH DEFINITION LTDA EPP,01.135.084/0001-33
37601,28.492.489/0001-85,CINE ELI PARAÍBA CINEMAS LTDA,EMPRESA CENTERPLEX DE CINEMAS LTDA,00.812.310/0001-00
2836,52.067.071/0001-05,EMPRESA SAO LUIZ DE CINEMAS LTDA,EMPRESA CENTERPLEX DE CINEMAS LTDA,00.812.310/0001-00
35977,26.791.315/0001-98,MARANGUAPE CINEMAS LTDA - ME,EMPRESA CENTERPLEX DE CINEMAS LTDA,00.812.310/0001-00
15978,10.645.895/0001-75,MIGDAL PRODUÇÕES CINEMATOGRÁFICAS LTDA.,MIGDAL PRODUÇÕES AUDIOVISUAIS LTDA,33.614.133/0001-07
48664,27.498.482/0001-08,AG ENTRETENIMENTO E PARTICIPACOES LTDA EPP,CRO DIGITAL COMUNICACAO LTDA,37.339.230/0001-90
51977,05.007.389/0001-10,"ESCRITÓRIO DE ARTES, PRODUÇÕES ARTÍSTICAS E ASSESSORIA LTDA",INSTITUTO CASADELAS,45.855.179/0001-05
29477,15.455.796/0001-44,MAIS MOLEQUES PRODUÇÕES LTDA - EPP,DOIS MOLEQUES PRODUÇÕES LTDA,12.375.637/0001-41
5019,03.144.369/0001-66,PEROLA NEGRA PRODUÇÕES LTDA,DOIS MOLEQUES PRODUÇÕES LTDA,12.375.637/0001-41
1981,33.836.990/0001-51,CINEMAS RIVER LTDA,DAC PARTICIPAÇÕES LTDA,00.852.265/0001-18
13822,08.267.787/0001-64,MAURICIO DE SOUSA EDITORA LTDA,LOJINHA DA MÔNICA LTDA,49.515.984/0001-32
4369,05.387.293/0001-25,CAMISA TREZE CULTURAL LTDA,RTRG2019 PRODUCOES ARTISTICAS LTDA,33.825.727/0001-67
39465,08.849.469/0001-01,"TAPIOCA FILMES, CULTURA E COMUNICACAO LTDA",TOCANTINS FILMES PRODUCOES AUDIOVISUAIS LTDA,08.863.826/0001-96
17776,11.122.144/0001-37,JOSUE'S CINE SHOPPING LTDA,JOSUÉ´S CINE ARCOS LTDA.,33.564.975/0001-00
49,72.353.725/0001-74,ART2D2 PRODUÇÕES LTDA,RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.,06.998.046/0001-28
38559,26.296.473/0001-71,IDF BRAZIL AUDIOVISUAL LTDA - EPP,MACIAS AUDIOVISUAL LTDA - EPP,12.667.537/0001-99
23097,07.929.424/0001-84,FRANCISCO DE ASSIS POGIAN PRODUÇÕES ME,FRANCISCO DE ASSIS PORGIAN PRODUÇÕES,30.286.242/0001-54
20415,14.572.152/0001-73,DORIS FILMES LTDA ME,GUARÁ ENTRETENIMENTO,28.893.688/0001-03
16095,10.332.701/0001-81,CHIN - PRODUCOES ARTISTICAS LTDA,37 NÃO É FEBRE PRODUÇÕES ARTÍSTICAS LTDA,07.474.911/0001-08
43452,33.916.629/0001-35,H L THEOBALD FILMES,HUGO LEONARDO THEOBALD 06925212755,30.092.940/0001-19
13722,08.632.329/0001-87,CAPADÓCIA MARKETING LTDA,BISULINHA PARTICIPACÕES E ENTRETENIMENTO LTDA,10.935.395/0001-78
29087,31.885.544/0001-01,CH'IEN O CRIATIVO PRODUÇÕES ARTÍSTICAS LTDA,DE FELIPPES FILMES E PRODUÇÕES LTDA,08.427.088/0001-34
25286,07.496.784/0001-30,BIG BANG COMUNICACAO AUDIOVISUAL LTDA,JOÃO GABRIEL SANTOS LEITE,07.632.461/0001-26
38236,14.717.191/0001-11,C A V LEMOS E CIA LTDA - ME,C A VIEIRA LEMOS E CIA LTDA,20.334.881/0001-94
12918,04.432.782/0001-99,ALPHA PRODUÇÕES LTDA ME,PRIMATA PRODUÇÕES AUDIOVISUAIS E COMÉRCIO DE ALIMENTOS PARA EVENTOS EIRELI,20.766.511/0001-26
26196,04.853.740/0001-21,NUNES ANGEL PRODUÇÕES LTDA,MONSTER MOVIE PRODUCOES E CASTING LTDA,03.876.997/0001-36
27603,08.076.715/0001-30,PAISAGEM DIGITAL COMUNICAÇÃO MULTIMÍDIA,NARA ELISA FORTUNATO PINTO,31.239.399/0001-91
43504,32.283.191/0001-32,DEEPY FILMS & CHAPTER FIVE PRODUÇÕES LTDA,MAIA FILMES E PUBLICIDADE EIRELI - ME,28.155.202/0001-21
47676,40.248.446/0001-54,PRIMEIRO PLANO FILMES EIRELLI,DALMO DE OLIVEIRA JUNIOR ME,14.137.909/0001-09
2044,03.080.378/0001-30,485 PRODUÇÕES LTDA,POÇO DE IDEIAS COMUNICAÇAO LTDA,40.784.462/0001-61
3984,06.374.462/0001-55,A. BRASIL FILMES LTDA ME,BRASIL FILMES PRODUÇÃO CRIATIVA EIRELI,40.113.198/0001-34
20529,09.112.697/0001-67,VEREDA INTERNACIONAL AUDIOVISUAL LTDA,CONSPIRAÇÃO ENTRETENIMENTO SÃO PAULO LTDA.,10.429.612/0001-58
53014,44.934.866/0001-45,CAOS PRODUCOES AUDIOVISUAIS LTDA,LUCAS PACHECO DA SILVA SOUZA 05292684180,29.580.747/0001-48
13175,05.260.502/0001-75,M F PROPAGANDA & PUBLICIDADE,ALEF FILMES LTDA - ME,10.773.213/0001-00
48954,41.481.161/0001-21,LOVEFILMS 360 PRODUÇÕES LTDA,LOVEFILMS LTDA.,67.962.449/0001-01
35467,23.093.660/0001-60,REVOLUTION ENSINO DE ARTES VISUAIS LTDA ­ ME,MIRALUMO FILMS LTDA,24.019.041/0001-98
47520,14.859.056/0001-00,NETCINE ASSESSORIA DE NEGOCIO E INGRESSOS LTDA,REDECINE VALINHOS CINEMATOGRÁFICA LTDA,15.774.293/0001-31
44837,35.441.232/0001-60,REDECINE SANTOS CINEMATOGRAFICA LTDA,REDECINE VALINHOS CINEMATOGRÁFICA LTDA,15.774.293/0001-31
31741,23.669.825/0001-07,REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA,REDECINE VALINHOS CINEMATOGRÁFICA LTDA,15.774.293/0001-31
20441,14.583.558/0001-51,CINE CANASTRA LTDA,JOSUE'S CINE SHOPPING LTDA,11.122.144/0001-37
1403,05.270.790/0001-49,ACCORDE FILMES LTDA.,FRONTERA FILMES LTDA - ME,20.625.881/0001-43
5960,07.949.950/0001-06,BRVR FILMES LTDA,BRAVURA CINEMATOGRÁFICA LTDA.,19.069.618/0001-36
1660,14.714.331/0001-06,ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA,FEIRA PLEXCINE LTDA.,04.547.950/0001-91
52870,39.314.110/0001-63,MPB RECORDS E PRODUÇÕES ARTÍSTICAS LTDA,MPBS FILMES E PRODUCOES ARTISTICAS E ENTRETENIMENTO LTDA,19.964.222/0001-52
42205,32.683.323/0001-13,MPB FILMES E PRODUÇÕES ARTÍSTICAS E ENTRETENIMENTO LTDA,MPBS FILMES E PRODUCOES ARTISTICAS E ENTRETENIMENTO LTDA,19.964.222/0001-52
3825,00.079.647/0001-50,MUITO MAIS PROMOÇÕES LTDA,CINEAR PRODUCOES E EXIBICOES CINEMATOGRAFICAS EIRELI,07.137.708/0001-38
44580,21.229.657/0001-03,ACELERADOS PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.,SPRAY FILMES S.A.,06.945.371/0001-22
51053,37.339.230/0001-90,CRO DIGITAL COMUNICACAO LTDA,AG ENTRETENIMENTO E PARTICIPACOES LTDA EPP,27.498.482/0001-08
29724,22.112.138/0001-15,NACIONAL DISTRIBUIDORA DE CONTEUDOS PARA CINEMA E TELEVISÃO LTDA,EMPRESA DE CINEMAS ARCOPLEX S.A,17.040.988/0001-15
12418,08.429.784/0001-80,AURORA FILMES LTDA.,PLATE FILMES LTDA.,13.318.063/0001-32
43941,66.970.229/0001-67,CLARO NXT TELECOMUNICAÇÕES S.A.,CLARO S.A.,40.432.544/0001-47
307,02.863.008/0001-07,TOTAL ENTERTAINMENT LTDA,CENTRO DE CULTURA INFORMAÇÃO E MEIO AMBIENTE,00.468.786/0001-76
51854,47.385.313/0001-79,NO.HAY.BANDA CRIAÇÃO E PRODUÇÃO DE CONTEÚDO AUDIOVISUAL LTDA.,EMVIDEO EMPRESA DE VIDEOCOMUNICAÇÃO LTDA.,20.462.917/0001-15
46314,22.768.777/0001-33,LUIZ GUSTAVO DANNEMANN MONTEIRO 14442187789,DANREC FILMES LTDA,47.385.382/0001-82
46899,38.487.725/0001-29,VOZ FILMES E PRODUÇÕES ARTÍSTICAS EIRELI,MPB RECORDS E PRODUÇÕES ARTÍSTICAS LTDA,39.314.110/0001-63
46916,38.409.721/0001-22,2.2 PRODUÇÕES ARTÍSTICAS E ENTRETENIMENTO LTDA,MPB RECORDS E PRODUÇÕES ARTÍSTICAS LTDA,39.314.110/0001-63
26405,13.585.525/0001-88,RF MACEDO LTDA,DLK ON LINE LTDA,05.274.746/0001-07
15055,00.906.050/0001-32,TERRA DIGITAL PRODUÇÕES MULTIMÍDIA LTDA,ALTER FILMES PRODUÇÕES AUDIOVISUAIS LTDA,35.944.784/0001-90
32512,13.316.572/0001-26,CREARE VÍDEO PRODUTORA E EVENTOS LTDA - ME,BERTOGLIO & CIA LTDA,02.663.115/0001-91
50705,42.856.251/0001-12,MARIA MARIA MULTIMÍDIA LTDA,C3 COMUNICAÇÃO E MARKETING LTDA,01.936.260/0001-36
37083,21.698.215/0001-06,REDE 4 K PRODUCOESLTDA ME,CRIATURA DIGITAL SOM & IMAGEM LTDA.,04.169.327/0001-42
21599,10.258.858/0001-04,PEQUI GRAVAÇÕES LTDA,NEXO FILMES EIRELI,30.223.224/0001-23
21225,13.202.884/0001-09,MEUS RUSSOS AUDIOVISUAL LTDA,MINHAVO SERVICOS DE CINEMA E ARTES LTDA - ME,13.020.687/0001-79
11782,08.465.974/0001-52,KINOOSFERA FILMES E PRODUÇÕES ARTÍSTICAS LTDA.,ONG COMUNICA,07.419.842/0001-21
18052,10.481.898/0001-10,MJ SOFTWARE LTDA . ME,MARK JOSELLI CONSULTORIA E TECNOLOGIA EIRELI ­ ME,27.793.545/0001-59
44214,01.874.614/0001-65,PROJETO IRRADIANTE DE COMUNICAÇÃO,FERNANDO MAURO PRODUÇÕES EIRELI,15.473.139/0001-20
11983,07.747.873/0001-01,CROCODILO FILMES LTDA-ME,DCINE CINEMATOGRAFIA DIGITAL LTDA. - ME,10.868.262/0001-26
18049,12.259.599/0001-61,VALE DO CAFÉ CINEMAS LTDA,MP CINEMAS EIRELI,12.983.519/0001-16
39021,28.867.441/0001-04,WERNER DE FIGUEIREDO COMUNICAÇÃO ME,TMC CRIATIVA DE VIDEO E COMUNICAÇÃO LTDA,16.657.276/0001-87
2188,05.203.579/0001-03,TERRAMARCEU PRODUÇÃO ELETRÔNICA LTDA,TMC CRIATIVA DE VIDEO E COMUNICAÇÃO LTDA,16.657.276/0001-87
46433,23.848.327/0001-13,J C RODRIGUES & R A MOREIRA LTDA,RA MOREIRA E RODRIGUES LTDA,13.369.692/0001-91
32319,23.980.273/0001-45,MADRE MIA FILMES LTDA ME,VAPT FILMES PRODUÇÕES EIRELI ME,22.380.095/0001-59
37601,28.492.489/0001-85,CINE ELI PARAÍBA CINEMAS LTDA,CINEMATOGRÁFICA LIMEIRA LTDA,17.360.792/0001-08
2836,52.067.071/0001-05,EMPRESA SAO LUIZ DE CINEMAS LTDA,CINEMATOGRÁFICA LIMEIRA LTDA,17.360.792/0001-08
35977,26.791.315/0001-98,MARANGUAPE CINEMAS LTDA - ME,CINEMATOGRÁFICA LIMEIRA LTDA,17.360.792/0001-08
24296,17.291.890/0001-30,PLANET CINEMAS CARUARU LTDA,PLANET CINEMAS MACAÉ LTDA,10.464.926/0001-91
13505,01.030.870/0001-76,VIDEOGRAFICA FILMES LTDA,PORTO VELHO FILMES LTDA - ME,28.663.461/0001-63
15146,10.510.690/0001-82,PINHEIRO E PAIVA SERVIÇOS DE COMUNICAÇÃO LTDA,PAIVA & PINHEIRO SERVIÇOS DE COMUNICAÇÃO LTDA,30.759.883/0001-89
49854,43.574.222/0001-20,CINE XTREME PAULO AFONSO LTDA,SANTANA E ALMEIDA LTDA,33.042.782/0001-80
5348,07.524.011/0001-10,REDECINE - RIO CINEMATOGRAFICA S.A.,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
24818,15.201.428/0001-70,NO PROBLEM PRODUÇÕES ARTÍSTICAS LTDA,CPC - CENTRO DE PRODUÇÃO CULTURAL LTDA.,03.784.294/0001-88
13379,01.385.423/0001-30,REDE NOVO TEMPO DE COMUNICACAO,FUND SETORIAL DE RADIODIFUSAO EDUC DE SONS E IMAGENS,60.133.972/0001-86
42560,19.057.660/0001-37,FUNDAÇÃO EDUCATIVA E CULTURAL RIO VERDE,FUNDAÇÃO ESPÍRITA ANDRÉ LUIZ,65.080.616/0001-65
26640,19.964.222/0001-52,MPBS FILMES E PRODUCOES ARTISTICAS E ENTRETENIMENTO LTDA,MPB FILMES E PRODUÇÕES ARTÍSTICAS E ENTRETENIMENTO LTDA,32.683.323/0001-13
22519,14.428.576/0001-69,PAULO FRANCISCO PERES LUCAS ME,MPB FILMES E PRODUÇÕES ARTÍSTICAS E ENTRETENIMENTO LTDA,32.683.323/0001-13
45483,36.845.016/0001-42,CAFEINA PRODUCOES ARTISTICAS E AUDIOVISUAIS LTDA,CAFE PRETO PRODUCOES AUDIOVISUAIS LTDA - ME,24.856.310/0001-70
11922,08.257.054/0001-49,SM DISTRIBUIDORA DE FILMES LTDA,LK TEL DISTRIBUIDORA DE FILMES LTDA.,09.006.254/0001-91
18002,54.958.665/0001-31,CIRCULAR O DESEJO FILMES LTDA,NAPRATKA CULTURAL LTDA ­ ME,10.278.664/0001-70
6521,07.739.908/0001-60,ÍCONE COMÉRCIO DE ÁUDIO E VÍDEO LTDA,M F PRODUÇÃO AUDIOVISUAL LTDA,31.649.060/0001-63
40916,31.097.338/0001-37,CA VA ARTES E PRODUCOES LTDA,BUDAPESTE PRODUCOES LTDA,05.078.668/0001-75
51935,46.266.327/0001-00,CINE LASER TANGARA LTDA,CINE LASER BARRA DO GARÇAS LTDA- ME,24.864.214/0001-74
28472,03.523.253/0001-38,PEDRO HENRIQUE LONGHI - ME,TELOS EMPREENDIMENTOS CULTURAIS LTDA,07.623.232/0001-45
32541,10.349.245/0001-82,EVEN PRODUÇOES E EVENTOS LTDA - ME,HIVEM PRODUCOES EIRELI,32.291.463/0001-46
12069,68.310.374/0001-47,POINTER - PROGRAMAÇÃO VISUAL LTDA.,INSTITUTO PUENTE,18.996.507/0001-02
25229,18.695.259/0001-60,MOVIEPASS CINEMATOGRÁFICA LTDA,EMPRESA CINEMATOGRÁFICA IPATINGA LTDA,02.962.893/0001-81
24110,17.494.118/0001-16,11 VISUALS PRODUÇÕES DE FILMES LTDA - ME,FIXER INC PRODUÇÃO CINEMATOGRÁFICA LTDA - ME,09.445.629/0001-10
415,00.291.470/0001-51,DILER & ASSOCIADOS LTDA,DREAMVISION FILM AND VIDEO PRODUCTION LTDA,29.255.148/0001-59
4123,57.145.229/0001-31,PLATÉIA VÍDEO LTDA,VISÃO FILMES PRODUÇÃO E COMUNICAÇÃO LTDA - ME,24.019.967/0001-83
17773,07.924.385/0001-22,ORION PRODUÇÕES DE FILMES E AUDIO LTDA,ESPIRAL LAB COMUNICAÇÃO LTDA,32.971.082/0001-08
25518,04.429.302/0001-30,MAQUINA SET PRODUÇÕES CINEMATOGRÁFICAS LTDA-ME,MARCHIORI & MACHADO REPRESENTAÇÕES LTDA,12.942.227/0001-35
45931,08.713.887/0001-77,CIAVATTA PANTOJA CRIAÇÕES LTDA,PINDORAMA FILMES LTDA,04.453.786/0001-53
577,29.528.452/0001-22,NHOCK NYAKNYAKNYAK PRODUÇÕES ARTÍSTICAS LTDA - ME,"LUSA EMPREENDIMENTOS, PRODUÇÕES ARTÍSTICAS E LICENCIAMENTOS LTDA.",01.147.082/0001-64
